145	542	3	6.84
3056	107	4	12.46
396	112	10	14
848	102	12	15.65
113	1594	4	9.01
632	256	4	21.54
687	106	12	22.81
3232	107	3	6.67
105	4757	3	6.85
239	480	3	11.21
131	149	15	19.34
4818	139	3	18.68
106	515	14	24.24
513	840	3	20.06
137	544	4	8.87
115	2481	3	8.85
1517	126	3	8.81
250	1772	3	19.77
1115	185	3	14.11
1014	148	4	16.89
101	224	71	152.62
168	2108	4	26.16
118	1090	4	8.63
295	419	4	18.77
102	1416	8	11.08
2014	678	3	26.88
1257	2355	4	45.76
8	2445	5	14.4
1410	110	4	6.97
3477	103	4	8.64
481	145	4	11.03
108	928	7	13.94
508	118	8	17.3
104	783	10	13.02
2	119	11	11.01
202	9	23	13.46
832	767	7	68.63
111	3389	3	9.07
109	255	23	32.79
102	3889	4	11.12
456	3269	3	28.24
6379	101	3	7.82
327	186	7	26.19
1891	138	3	12.39
106	2748	4	8.72
783	172	3	11.55
517	774	4	29.26
4116	105	3	6.85
264	1913	4	30.02
1062	108	5	7.15
515	202	11	72.01
4261	103	4	13.22
201	327	5	17.12
297	1054	3	17.65
375	662	4	24.68
447	676	4	26.12
173	232	5	10.68
603	223	5	25.3
820	110	6	10.1
112	2279	3	6.82
153	108	25	8.65
312	900	3	16.78
101	5710	3	7.82
820	153	3	10.02
968	12	13	6.76
1136	643	4	33.71
101	5862	3	7.82
332	297	3	10.98
105	1242	6	7.47
3594	222	4	34.15
1328	1413	4	41.76
103	1067	13	36.22
251	314	3	8.95
6719	2801	3	46.35
2059	269	3	20.22
457	350	3	14.04
169	354	4	10.23
12	2532	6	7.06
122	542	6	12.52
1711	212	5	36.42
113	148	22	10.64
3850	111	3	11.14
1799	102	6	6.94
262	260	8	36.13
105	4000	4	14.67
2715	112	3	7.91
2357	515	6	73.47
4378	102	4	11.12
614	142	3	7.02
726	112	9	22.61
4494	107	4	17.22
2512	102	6	16.68
110	544	7	8.27
102	199	35	10.37
1966	482	6	62.93
105	4044	3	6.85
106	1156	6	7.8
1406	102	7	7.34
108	3161	4	14.09
173	2848	3	18.89
107	2620	4	10.07
150	254	6	12.74
251	391	5	22.75
108	3297	3	7.84
429	130	4	7.24
1244	587	3	23.4
889	515	7	66.67
951	163	4	18.31
261	116	9	7.24
113	502	10	20.17
122	125	26	10.48
874	424	3	19.59
102	6578	3	8.34
112	605	9	18.7
520	370	9	68.36
174	679	3	10.41
163	522	3	8.3
184	39	9	10.44
1818	122	4	15.24
388	167	4	11.38
9	4746	3	8.39
110	120	51	9.89
2245	114	3	9.11
272	180	5	12.63
3064	4531	3	43.44
1894	104	6	11.69
102	572	23	56.33
134	208	19	57.93
6045	122	3	19.5
3994	105	3	6.85
929	108	8	18.47
863	579	3	21.2
3250	9	4	12.1
319	129	6	9.63
207	12	66	22.79
164	2404	3	18.41
103	2390	5	9
291	9	14	8.28
2261	3262	3	38.38
111	4288	3	11.14
166	1349	3	13.96
4382	101	4	10.43
1374	182	3	15.29
1294	108	5	9.65
39	175	11	14.95
200	787	5	27.4
126	4682	3	16.13
1307	1879	7	95.25
498	434	3	15.83
252	214	4	10.31
166	378	5	15.69
1067	105	10	21.35
5969	101	3	7.82
888	124	4	11.62
12	1834	9	10.59
114	115	53	8.55
104	888	10	20.31
107	1973	4	7.11
102	6004	3	8.34
109	390	17	35.03
351	369	5	25.98
102	6140	3	8.34
831	103	11	16.85
2041	12	7	8.24
102	4084	4	11.12
1147	162	3	12.71
366	122	14	41.6
750	167	3	13.15
226	174	9	28.79
1093	107	8	18.37
104	4396	4	13.23
348	603	8	59.57
122	1386	4	12.14
17	3859	4	31.46
2732	1713	5	68.24
1598	321	5	40.33
310	263	3	8.71
101	6697	3	7.82
1359	114	4	9.18
106	144	42	12.77
821	130	3	7.15
105	5148	3	11
137	120	22	12.98
106	208	23	11.47
106	6264	3	11.82
1583	86	3	7.04
110	1492	4	7.76
1044	332	5	37.42
106	312	24	34.37
1650	1664	5	61.28
544	2069	3	25.51
101	437	17	9.61
101	2333	6	15.65
149	189	6	7.67
133	932	3	7.78
455	180	30	272.67
289	6693	3	31.5
581	2529	3	28.84
106	4617	3	7.62
1060	222	3	17.2
223	270	6	21.19
306	3613	3	25.91
4705	102	4	11.12
6338	104	3	9.92
12	1171	11	7.68
298	142	5	8.77
336	506	5	29.56
2851	158	3	18.02
1404	476	4	32.65
103	5790	3	9.91
2104	102	7	19.47
108	165	23	11.16
308	359	3	11.01
104	381	16	11.24
108	240	21	25.18
3706	2966	4	65.59
790	319	3	16.27
105	4582	3	6.85
739	308	12	107.42
106	6826	3	11.82
131	1016	3	8.26
811	214	3	13.76
141	155	9	11.65
118	193	14	13.39
1190	8	9	22.54
525	787	11	111.33
805	505	4	30
118	131	48	65.23
340	246	4	14.34
1786	220	6	47.3
626	407	3	17.64
103	1371	7	10.42
196	123	20	40.91
904	136	3	7.76
196	166	7	15.14
273	1143	4	25.53
1446	108	6	15.69
774	157	5	22.75
134	819	3	7.27
444	744	4	27.76
57	494	4	14.13
101	1807	9	23.48
2153	776	3	28.9
1962	4325	3	39.59
171	1246	3	13.84
174	216	4	6.63
210	259	5	14.74
343	191	3	7.22
3671	108	3	9.87
379	157	5	14.93
1319	103	6	8.07
263	103	26	17.68
587	471	3	17.46
751	823	4	32.52
307	202	13	68.95
108	3671	3	9.87
136	1152	3	9.01
169	662	4	15.53
935	369	4	27.48
158	459	4	11.88
274	1251	3	17.66
228	305	5	17.72
246	347	3	9.59
4697	350	3	28.42
920	293	3	16.78
550	4567	3	32.09
864	106	8	10.73
9	932	8	14.8
388	2403	7	79.8
116	6668	3	17.48
4787	112	3	11.43
120	1573	3	7.54
2467	2464	5	75.19
375	354	7	42.12
651	309	4	22.35
347	377	3	12.63
12	485	28	25.91
6978	102	3	8.34
3420	109	3	7.53
9	623	13	27.39
218	135	11	22.36
598	104	16	29.74
1590	163	3	14.51
2235	102	5	6.67
2843	104	5	11.55
318	86	10	16.88
515	713	5	38.55
12	106	1032	232.61
375	152	4	9.09
2686	898	4	44.96
12	156	105	30.91
103	2708	5	11.54
57	85	5	7.62
1039	103	7	6.7
121	136	39	58.49
57	101	42	8.16
112	486	9	14.46
5897	123	3	19.52
262	767	3	14.9
163	692	3	10.06
260	329	6	26.42
16	1366	3	7.37
101	2012	7	12.86
106	1739	5	8.54
1033	450	5	40.07
605	1427	3	24
202	3357	4	33.25
1282	123	3	6.73
103	492	14	12.5
135	103	83	34.59
235	519	9	57.2
1335	624	3	24.28
12	2894	6	7.06
122	983	4	9.48
767	262	3	14.9
105	4175	4	14.67
605	308	3	14.35
162	673	6	28.4
101	611	13	8.75
1491	17	3	11.64
893	110	7	14.98
5677	101	3	7.82
16	85	10	6.82
423	147	16	88.32
120	2650	4	18.1
9	3345	4	12.1
171	113	16	8.41
111	1459	8	31.64
354	336	3	11.61
8	295	14	6.73
766	105	17	55.1
235	1203	4	25.11
8	103	325	13.59
151	118	26	28.74
186	202	10	32.3
2990	136	3	15.96
4063	8	3	11.7
2527	120	3	11.1
106	4412	3	7.62
393	274	13	90.16
271	711	3	14.34
115	330	9	12.89
289	280	3	8.55
3188	242	3	23.94
6975	111	3	15.48
128	106	67	14.37
1734	13	3	12.39
832	260	15	144.14
165	258	4	7.44
336	321	3	10.81
375	1428	7	64.99
166	702	3	10.15
4307	3506	4	65.59
532	934	4	30.92
354	169	4	10.23
6019	107	3	12.91
590	527	4	27.06
8	206	42	65.42
794	158	3	10.42
103	1165	8	11.25
186	307	35	273.65
108	2873	4	14.09
108	4867	3	14.17
410	235	3	10.27
101	6891	3	7.82
2537	107	5	16.37
998	1224	5	52.61
121	1564	3	7.66
105	4394	3	6.85
171	126	10	8.21
1268	102	8	9.26
3366	111	3	9.07
101	6847	3	7.82
12	1421	11	12.95
107	1233	5	6.95
319	1813	3	21.82
2813	45	3	13.79
628	858	3	21.35
104	118	152	33.21
2181	110	4	11.16
103	6214	3	9.91
1368	12	10	6.69
128	202	15	29.85
872	143	3	9.3
1073	1459	4	41.09
223	434	4	15.54
101	2634	5	8.26
109	597	10	21.79
1743	793	7	82.11
1529	108	5	10.75
83	45	4	19.88
177	85	4	6.91
4112	110	3	10.83
124	1136	6	23.14
106	2278	4	7.1
59	57	98	965.8
115	113	73	24.07
106	4365	3	7.62
249	2659	3	24.04
2288	103	6	14.51
12	145	136	54.36
2638	105	5	13.29
1679	951	3	28.21
725	2720	3	29.79
6531	103	3	9.91
251	2449	5	46.02
108	1331	5	9.65
13	392	4	7.63
103	2861	5	11.54
4781	103	4	13.22
246	143	5	7.49
147	462	28	221.3
102	2589	6	16.68
172	411	4	12.4
200	380	15	97.75
246	259	3	7.24
112	2807	5	21.06
302	1016	5	35.54
655	251	4	20.81
127	435	5	8.14
103	456	18	22.91
1745	107	4	7.11
164	520	4	13.46
409	128	8	20.42
267	3127	4	38.41
101	2059	8	20.87
1573	2027	3	31.87
105	5619	3	11
5674	2652	3	46.35
163	795	3	11.05
510	149	4	11.25
2169	102	5	6.67
4404	107	3	8.66
110	894	8	19.63
12	2806	6	7.06
787	379	3	17.56
103	321	18	9.29
198	2034	3	18
103	6409	3	9.91
263	310	3	8.71
6247	104	3	9.92
5726	102	3	8.34
1347	122	3	7.84
1639	107	9	38.77
127	112	79	97.38
12	2686	6	7.06
2039	135	3	12.19
2929	102	4	6.69
113	920	5	8.71
2033	491	4	36.55
9	2234	6	19.8
110	849	7	14.98
174	189	5	8.04
178	4744	3	22.77
890	142	6	26.95
341	1779	3	21.36
142	86	19	10.27
1243	126	3	8.2
1088	554	3	22.58
6762	101	3	7.82
3706	3710	3	45.67
4537	103	4	13.22
1042	8	7	16.01
207	825	3	13.7
2410	12	7	8.24
829	383	3	18.1
419	418	5	29.7
12	399	32	19.06
158	2851	3	18.02
471	6814	3	35.16
102	4302	4	11.12
3064	103	5	16.52
534	105	10	8.27
795	1899	3	28.25
5560	776	3	38.45
121	2727	6	38.65
948	103	10	16.09
120	1528	4	12.61
892	118	4	7
156	1807	3	14.64
2229	113	3	8.33
4408	108	3	9.87
660	12	21	24.73
312	101	37	49.77
256	113	46	211.24
218	429	4	15.5
1896	617	3	26.29
318	380	3	11.83
262	2142	3	21.44
119	1007	4	8.49
117	2093	3	8.42
176	645	3	10.29
104	432	15	11.8
114	703	7	15.52
3273	103	4	8.64
130	3115	3	17.87
104	6624	3	9.92
2818	1114	3	32.31
156	1047	3	11.68
2949	236	3	24.79
102	3616	5	13.9
177	554	15	118.79
565	105	19	44.37
3658	108	4	18.9
488	772	3	19.24
2949	110	3	8.77
315	136	7	15.11
223	113	14	11.8
1863	119	3	8.1
251	1826	6	50.38
119	2277	3	9.02
103	1598	7	12.2
196	137	7	7.5
14	112	713	9.6
104	2717	4	8.65
136	546	4	9.13
161	165	7	11.46
232	258	3	6.76
955	106	7	9.26
2390	107	4	8.4
209	189	4	6.91
855	142	3	9.27
687	910	3	22.36
249	16	9	11.97
2507	1002	3	31.81
9	3649	3	8.39
9	1208	5	7.46
417	167	14	82.71
488	135	5	12.07
899	133	3	7.4
299	397	3	11.68
156	361	4	9.56
112	5291	3	15.78
4525	251	3	26.26
6688	104	3	9.92
628	159	3	9.44
154	1880	3	17.93
700	176	3	10.86
1031	107	8	16.81
574	112	6	7.27
370	520	9	68.36
1277	116	5	13.63
8	2291	4	6.96
336	1067	3	18.31
12	1729	9	10.59
118	615	6	11.51
275	234	3	6.95
295	315	6	29.04
1743	2662	3	34.9
106	105	263	9.45
131	490	6	17.97
737	134	3	6.63
1735	110	4	8.69
1819	103	7	14.45
765	103	10	11.73
106	162	38	23.93
993	4770	3	35.16
1611	8	8	21.82
497	8	10	8.03
137	186	9	11.43
226	327	25	191.64
211	1276	3	15.58
191	2080	3	17.48
161	595	4	14.88
104	2158	5	9.01
114	3144	3	10.58
3553	103	4	8.64
894	108	10	27.31
950	124	5	15.42
6654	119	3	18.19
5388	103	3	9.91
108	2439	4	11.65
123	12	378	378.98
524	942	3	21.34
254	9	20	17.81
2705	103	6	19.83
2034	198	3	18
101	1212	8	8.12
1504	121	3	7.66
586	121	5	9.18
101	1145	8	6.71
1468	101	8	12.12
168	999	5	26.56
1038	105	11	26.89
6060	101	3	7.82
2919	147	3	18.13
2464	2467	5	75.19
150	12	109	15.31
251	418	3	10.81
103	708	13	20.07
123	1432	3	7.26
194	260	4	8.97
302	251	4	13.87
112	4602	3	11.43
109	1178	8	20.67
1374	16	5	18.07
1275	922	3	28.3
3465	102	5	13.9
113	2848	3	8.33
108	2095	4	9.93
107	625	10	15.72
597	242	7	47.11
678	1918	6	66.9
144	1504	3	12.35
185	2377	3	18.48
13	764	3	7.98
2344	109	4	9.53
216	1575	7	56.99
634	621	3	20.98
652	231	4	18.97
302	402	4	18.52
102	2899	5	9.07
47	347	5	50.47
708	122	4	7.26
3345	515	4	43.61
1710	106	5	8.54
9	13	58	42.59
968	139	4	13.93
115	1893	3	6.84
103	2250	6	14.51
201	226	4	8.44
169	2810	3	18.41
104	2067	8	26.46
12	653	20	13.39
114	1346	4	9.18
111	2518	3	7.64
515	106	14	24.24
480	130	5	11.73
114	1144	4	8.44
108	1840	5	13.63
112	909	7	16.27
262	105	23	18.11
105	4169	3	6.85
342	193	4	11.75
102	108	449	252.67
102	6238	3	8.34
1900	115	3	6.84
1013	129	3	7.67
2096	9	4	8.06
824	399	3	18.27
378	230	3	9.07
102	302	24	13.19
1229	678	5	46.68
961	117	6	15.91
108	3465	5	23.63
1587	103	6	8.07
997	108	7	15.06
401	519	6	40.85
5317	103	3	9.91
135	769	3	7.03
1244	115	4	8.12
1058	579	3	22.08
251	12	46	10.43
2232	12	7	8.24
1419	213	4	24.31
12	2549	6	7.06
3414	340	3	26.05
239	376	3	9.63
1167	2602	3	33.47
112	1678	4	9.43
1856	1633	7	109.67
120	2240	3	9.94
131	302	5	7.01
1785	123	3	8.53
124	3494	3	13.69
101	6337	3	7.82
643	103	19	46.64
6449	101	3	7.82
1989	12	8	9.41
492	136	4	8.03
4437	105	3	6.85
3730	534	4	48.61
123	342	9	16.82
360	110	9	8.03
1914	117	3	7.51
542	145	3	6.84
1420	123	3	7.26
1099	124	6	24.38
3801	101	4	10.43
410	814	4	28.04
4723	108	3	9.87
292	115	11	12.79
632	101	12	7.32
3717	8	3	11.7
3773	121	4	25.75
156	114	20	14.72
493	154	3	7.74
1739	106	5	8.54
1327	107	7	16.71
403	2444	4	38.09
1435	102	9	15.75
327	215	6	23.82
1242	605	3	23.4
109	298	13	10.1
3118	107	3	6.67
107	1745	4	7.11
114	587	8	17.64
898	107	6	7.13
1231	104	11	29.94
166	116	20	20.13
155	885	3	11.06
128	757	7	25.54
222	332	8	38.71
3717	2970	3	47.94
128	713	4	8.89
108	1018	9	25.3
131	1248	3	9.21
768	311	4	23.94
184	232	4	7.68
102	360	20	11.65
2040	416	4	34.89
272	250	5	18.61
3495	103	5	16.52
110	209	16	11.56
1075	108	7	16.33
5396	2376	3	45.11
643	1136	4	33.71
1253	184	3	14.46
4169	105	3	6.85
300	12	39	14.19
2301	9	4	8.06
244	115	10	7.77
1854	121	3	9.13
103	629	10	7.84
164	643	4	15.14
1335	390	3	21.53
281	297	3	9.19
2831	6037	3	46.35
363	405	4	19.93
401	259	3	10.81
2483	179	3	18.94
3712	123	3	15.1
113	481	6	6.77
