11380	9964	33
10053	8505	8
102	1893	7
14	519	16
101	5728	10
425	8499	0
658	8890	4
446	1359	16
4449	9200	15
22123	1299	7
106	3634	18
1830	8784	6
104	5609	19
22221	6440	6
105	6092	3
10564	2093	13
12698	2230	5
1320	6211	7
105	4098	1
4898	8122	21
29863	3959	1
10205	1306	7
913	8379	7
3507	9394	9
10497	1843	4
12	8429	5
101	1637	4
2656	6416	2
4649	6834	2
375	6819	1
29501	3725	19
112	9448	12
21221	8575	0
103	4298	13
987	9341	15
136	604	15
1279	4569	2
9187	8352	7
32551	5509	6
330	888	1
101	6306	1
33561	1335	25
1464	5574	0
8	4118	19
175	6125	7
36276	6792	5
27914	5432	16
16225	4556	2
14	2021	10
3798	5258	0
12796	5773	4
13	2390	2
41503	8821	18
10407	7413	9
14	9058	7
43546	9717	8
19878	6731	1
102	2692	4
131	4390	26
365	9833	2
101	7594	23
105	4582	9
11316	9964	26
1934	7359	11
128	1606	19
966	5430	11
1397	3145	14
6415	6711	5
102	9281	6
4637	4617	3
516	7561	1
1648	5483	0
599	2406	1
12	2982	7
178	2361	7
14707	9272	4
9	4014	10
6848	8777	7
33312	3002	5
42845	3831	1
106	4866	5
114	7441	12
483	2402	5
25547	2499	20
14	9008	11
11137	2508	10
103	8696	24
32780	5834	7
1607	8003	1
189	9253	4
1299	512	10
147	4736	7
103	8221	4
2644	2456	5
109	1954	0
14	3038	23
14	255	18
2263	2837	11
44949	138	0
109	1381	0
104	2490	14
2398	6291	14
272	4748	6
3041	8654	0
5103	4262	0
8	9837	6
633	1491	21
103	4027	12
368	9668	24
12	5022	6
264	3600	0
101	8310	17
35261	5831	3
39635	7873	10
1690	2015	5
21037	8327	0
25020	270	6
106	1634	19
14	6961	21
102	7763	2
2867	5689	31
101	7898	7
12	1656	6
12	438	4
8	8711	14
103	3103	6
1595	7701	2
14	9143	9
8412	9326	0
8	8610	16
1313	2852	16
12	7829	9
7234	6906	19
538	7812	5
6986	8253	12
12	9654	11
3921	5868	15
3670	4272	2
1731	3973	12
102	9364	8
107	6415	4
558	6599	33
118	2806	7
1040	2857	10
278	1164	2
1797	7382	8
104	9106	6
12	8775	36
171	3720	2
2787	8775	17
103	8697	12
37403	6128	10
554	7823	2
5234	7900	0
23713	8243	11
39	9426	13
27491	4390	12
14	283	26
9579	9443	8
105	7700	16
1884	1704	10
14	9812	7
21594	8224	11
14	7543	5
12	2398	5
12	5107	8
115	6161	6
28981	5186	18
3412	6522	1
395	4662	16
756	9842	16
1748	5435	9
1211	8437	0
191	3734	0
10293	7621	10
112	8957	4
16	9027	4
170	6787	2
1278	199	22
106	7146	4
104	7506	10
104	4541	13
104	6812	8
15936	4132	6
347	4861	4
9	136	9
12	9976	13
119	9739	15
14	4057	17
111	1636	8
14	6270	7
35769	6716	31
118	5339	14
8	4271	7
2604	4344	12
23946	8237	2
4655	6227	13
1957	5032	17
14	3196	15
41687	5902	5
12	8402	7
3252	2211	6
10854	492	12
2633	8938	18
25802	3585	4
103	8596	2
8	7680	2
178	4537	6
227	8864	10
27705	1135	8
2485	4584	0
160	1045	8
106	2499	18
23466	3398	8
3482	9861	11
201	9602	10
30337	8905	2
321	5046	0
206	4734	6
1816	4304	4
141	2808	3
3024	8416	11
101	9150	1
4985	572	0
14	7005	15
14	8603	17
106	4172	3
31532	1838	17
3691	68	2
199	6659	12
2546	5156	4
24882	3597	11
416	6074	3
39	4532	6
834	9241	5
14	1177	27
102	7320	3
10151	8626	18
120	4546	3
568	7461	5
101	1724	11
115	5628	4
105	8634	3
4145	4415	11
297	3810	3
14	5809	25
19047	5702	2
12	5787	5
29886	1723	9
108	928	15
12240	869	5
127	5723	22
234	7127	17
36020	5610	33
1964	2766	41
12	3860	20
114	7294	7
25251	7022	12
12212	2295	10
185	1410	5
103	8343	19
30385	8054	3
13076	7152	8
28692	397	3
14	8699	10
422	3594	1
86	5208	17
4304	737	8
14	2120	37
1908	3954	4
271	9575	10
8	2788	7
39631	2504	16
45	7603	11
4205	4613	7
44252	3499	13
102	5950	4
1884	1161	7
14	9147	8
422	1899	6
211	3225	5
2570	1786	13
12470	1374	20
13	2313	27
193	9239	11
17627	9207	10
30542	2536	3
1982	4190	5
14	854	13
1192	7072	7
3796	8855	21
107	8423	7
101	2999	4
11034	5920	19
117	4255	7
4554	5064	10
33889	7713	1
4465	1045	38
641	7243	4
204	3694	12
137	7145	21
259	9679	20
262	4691	10
1725	2557	27
9	2604	11
1443	1604	2
107	5035	6
4284	116	9
14	8598	4
44831	8031	7
104	1680	12
12	4187	3
8350	9815	1
3444	4403	28
30937	4459	8
3719	6416	11
220	3294	2
12	3740	6
303	8921	0
12	5169	11
2106	9019	10
101	9013	2
115	6874	7
115	7444	5
106	1669	10
34350	7248	3
12	9083	24
12	7795	4
225	6278	2
892	7264	4
735	6572	20
12100	9744	9
16979	9220	6
689	9840	3
85	8465	25
21198	2673	13
12370	1262	15
295	7848	3
12	2673	12
8450	9563	0
57	7852	2
103	7541	3
1453	2202	7
1478	3649	3
136	2093	3
39051	846	4
111	9638	4
14	2651	16
44202	4394	4
1068	5780	1
10097	892	3
7144	1486	2
108	1603	1
273	7493	0
187	1413	10
12	8087	12
901	5209	7
38980	3152	13
6102	5721	13
116	3665	10
19769	6557	0
104	2396	3
4487	3229	2
19786	107	16
137	9512	13
148	8612	1
4234	7445	10
34570	737	11
8003	1213	1
387	4047	14
28977	5534	6
33953	5330	1
1373	9864	3
6108	8133	15
4341	5430	9
12	2045	1
18938	8844	8
14	1430	11
7585	6164	5
102	7282	15
151	5833	14
107	9767	1
14	9174	6
39152	9419	15
10376	1033	6
44259	4140	9
31177	8071	3
152	4807	0
2139	6742	0
102	312	6
102	7061	11
102	8374	9
247	3263	6
11156	6108	2
43616	1992	3
37278	299	2
40464	6672	12
221	6965	0
4334	9125	6
12557	5859	21
110	364	9
105	4831	4
2452	9904	17
6106	3752	13
101	5776	3
1238	2236	12
1494	1615	37
18911	8602	11
189	8775	7
5297	7778	35
8577	2674	22
9	8482	21
9	7210	9
2525	5542	14
164	5982	8
12283	6840	2
17783	3542	0
104	944	8
39378	5278	33
10107	9029	5
207	1597	15
116	883	3
13	8484	13
42791	4380	21
12	157	7
2074	1877	18
30913	8942	5
10770	1207	5
17	8954	0
1068	3664	8
31649	140	3
24516	4342	12
4188	8521	4
200	5099	6
41571	767	13
17893	3773	0
43735	5075	12
25219	1968	5
39623	9462	17
519	4724	3
1531	3817	10
14746	2935	15
105	8349	1
2794	2137	3
101	2932	14
121	6667	4
3667	763	1
85	3742	23
2340	2738	18
16	2218	3
6850	2271	4
14	2832	8
12730	3128	34
22004	9699	0
117	5112	7
266	3920	22
101	1009	1
7850	3872	0
103	7152	25
8	6508	5
107	2501	1
114	9303	11
10672	1247	1
14	9883	12
332	5665	6
921	6437	14
32096	3197	8
12	9905	16
12	3579	6
103	2931	1
123	161	6
105	1427	10
956	9136	19
103	2263	11
12476	8845	11
102	3461	34
23365	2423	8
4613	4890	17
12	7444	4
12	2902	14
19785	9346	9
106	7438	17
13236	6067	6
175	4628	12
12	3900	6
9743	8878	2
359	7923	0
14	5008	9
945	7967	2
25188	3746	13
3452	109	12
19812	9035	7
13943	4797	7
12	2738	6
57	8834	8
1999	1874	2
12	9782	18
6932	9982	7
12	118	31
36968	942	4
167	9254	20
155	4677	3
112	5853	2
14	4560	11
37737	9894	21
252	4316	10
194	3160	0
239	4675	14
102	6684	13
755	8756	23
5594	1317	11
1767	4872	5
102	2960	5
22903	6132	14
26410	8628	12
39	5393	5
37766	5395	25
128	5720	12
107	6573	1
669	6903	3
102	9270	13
21646	9324	0
12	5810	3
4930	46	0
22422	6523	8
12	240	9
25447	558	11
14	3700	4
102	7039	7
14	2143	26
999	4752	2
12	9492	14
8	7661	21
241	2916	8
2342	5751	14
109	1221	0
110	352	8
241	5190	17
101	5211	2
12	22	4
22703	759	15
102	4892	5
102	2481	8
374	5694	4
1746	9175	1
1171	7809	30
195	2679	3
114	4190	11
2927	3905	7
3428	1659	13
10337	2944	3
11274	3171	5
10918	701	1
24544	3500	11
32091	4843	11
105	8214	2
263	3256	0
20373	5778	7
109	1538	0
2071	3510	2
7240	3223	4
1942	1322	10
4570	6188	23
414	8562	16
264	3447	0
9031	5799	6
12	4380	26
1009	3655	23
11501	5201	9
734	1414	5
1501	8331	15
38218	9248	4
109	908	0
293	1114	14
284	6121	3
136	5931	9
59	5591	7
1324	9242	14
37179	8594	3
9	6221	20
104	5722	9
421	6873	3
137	269	5
120	6378	25
1759	7024	6
234	5020	1
232	7156	13
3009	4221	0
8	5356	9
115	4889	5
117	57	24
112	8916	2
30174	8748	23
371	2445	1
32719	2105	1
125	7850	18
33215	383	3
12	6064	6
978	6165	14
1765	3864	15
143	9464	16
31151	4460	18
108	6182	1
102	9524	8
3368	5386	1
891	3278	7
14	2844	9
2995	3017	0
620	3714	6
102	6451	4
3620	9771	6
14	7071	17
5238	6269	1
167	8482	3
12	1394	8
24063	3045	2
300	3585	15
167	3139	11
3305	7096	1
220	6739	3
121	9728	9
5575	8768	22
104	3903	20
533	3787	4
1402	3844	10
44618	8743	38
14	6937	7
42272	5357	17
28256	6848	4
27333	8272	8
107	6438	2
3579	9358	7
1064	9070	1
20875	8210	0
30610	4568	17
12	1973	8
12	9787	7
871	1334	0
106	3882	18
102	7226	6
14	8827	19
200	8363	6
14	9653	17
14	6333	13
7578	3055	1
12717	3855	6
107	3264	2
9861	5392	1
8369	8961	0
375	8699	9
357	4138	3
422	6253	12
107	2382	2
12	3440	5
9	6914	6
532	1289	5
7164	6654	5
301	3398	1
14	8826	7
86	7453	5
8	4488	5
9	7599	14
829	1142	3
121	2337	3
12	6737	5
808	2566	0
3984	1910	4
21305	6738	3
151	1483	27
6834	7032	18
30181	5494	1
426	4969	6
153	1569	11
8189	7384	0
103	8061	8
103	5010	15
2734	7774	8
35665	3861	1
43740	5423	2
25831	2152	10
14	8956	17
120	4583	4
14	4891	10
104	2977	15
19653	6419	0
3575	1627	33
139	32	11
846	2400	8
7416	9872	11
268	7361	12
2826	6982	16
103	9999	7
1097	119	8
381	1828	2
1866	2989	0
16436	486	2
9798	2032	6
1213	4716	11
14	9671	20
14	6442	20
5309	771	3
160	8173	2
104	2053	5
22598	9418	8
101	6112	3
1749	5414	12
12	7886	10
250	709	2
143	3565	15
24932	3093	15
23189	275	12
127	4547	2
119	2744	2
26370	1862	2
41518	5371	2
102	8802	3
4321	8435	14
14	8491	10
6801	501	13
387	924	19
6480	4169	18
9	9406	11
12	5260	5
12	1280	13
102	72	6
7080	2019	14
14	1231	13
14	4078	8
14	2080	10
103	9837	25
103	6026	2
1084	9989	0
144	3841	7
560	4143	11
37246	1928	6
148	5936	22
114	2220	15
282	4663	6
307	6629	1
59	7913	9
13280	5206	7
17988	6797	18
348	5998	1
14	1323	5
447	6926	4
107	3125	5
130	4874	5
102	1634	12
14	5728	13
107	541	2
121	7982	33
1880	4223	20
44354	7296	2
14	2790	30
116	1641	11
21872	9550	0
216	3590	1
101	3853	12
5599	8761	1
105	3659	9
218	6925	2
149	5979	3
3679	8467	15
12252	1451	18
6603	321	10
27540	3735	5
38345	6837	4
14	902	13
126	2957	11
27063	724	2
8743	173	15
7378	2008	12
463	9382	5
104	5224	14
101	3139	10
16306	1587	8
30529	8140	11
9544	6804	19
222	7006	2
7449	8723	8
4973	6416	8
140	4046	4
12	3085	16
1654	6050	0
12	3560	12
119	9809	24
12	7082	6
103	1352	12
113	3555	11
42467	9517	3
39162	992	2
116	906	5
834	5184	1
3549	2203	17
14	2350	14
2280	4101	2
108	6229	16
105	8867	7
7885	993	13
12	100	1
257	2907	15
16550	1014	0
10398	3422	5
27341	2032	7
3412	4160	5
176	6377	3
192	3394	1
113	9448	11
6307	8521	14
14	8640	18
8001	4577	0
108	1683	1
12	3886	24
5814	5940	11
2973	4040	0
231	2306	0
715	3975	7
9268	5565	4
530	8561	0
38174	412	4
14	4994	23
138	467	10
8	1428	18
268	4162	17
43285	2097	13
14	1636	23
36123	8046	14
1094	5747	4
253	8361	1
4387	4909	35
39	3013	10
2089	3746	18
1539	4516	5
101	328	5
24814	4648	1
27804	9421	12
668	5216	4
106	4240	2
9789	2670	2
612	2221	18
25838	5263	1
160	8270	4
2509	8508	0
219	6595	10
12	1837	1
806	1471	5
12	5793	9
9	1821	8
115	6797	5
12	7269	16
363	3567	2
271	5786	4
101	3813	5
15077	6421	9
1497	8957	8
24062	445	15
5356	2193	6
1328	8025	10
109	1906	0
16417	4510	14
38715	9283	14
12	1135	6
9360	7605	3
14	9184	11
16	6038	5
131	6716	40
106	2431	8
2295	6344	6
111	2289	1
1699	5433	6
2935	8296	6
2516	9544	0
14	4389	12
108	5011	12
8	6161	16
5493	4388	12
2704	6594	10
11405	6202	21
101	3974	15
1246	9277	6
35715	3945	9
109	1461	0
162	1568	8
29106	166	9
21957	2674	19
1719	2222	7
291	108	2
101	8358	17
4882	4217	7
101	8515	13
309	3493	18
106	7198	10
11942	547	1
4141	2922	28
11628	7500	4
32970	7524	13
102	516	5
346	4322	24
1310	4258	0
105	9120	22
12	4331	24
108	7832	3
323	8839	0
39	133	0
757	2656	2
125	1170	3
14	5291	12
371	988	4
3141	52	5
14827	8560	16
154	7318	4
135	5869	33
4852	6185	2
105	7073	8
8	8692	6
118	4684	10
376	8622	5
846	6816	3
1529	2008	8
18302	8031	3
14	6338	29
109	764	0
5579	7708	4
12	3648	7
21122	8453	0
520	7911	6
11994	9006	14
39362	8806	6
14	3983	7
39384	2059	6
14	9413	17
1495	7592	12
1081	5627	0
25232	469	3
9650	6516	5
345	7400	0
114	3815	10
104	5669	25
14	3115	13
9	5669	46
2107	8394	4
37096	1297	18
112	1294	3
254	5215	11
12374	5368	3
34094	3534	21
11112	2957	10
101	3372	1
361	7395	7
10237	2110	25
15807	158	0
102	5292	3
111	5276	10
42501	1965	1
14709	8560	25
1311	5000	0
5577	5298	9
43696	8555	8
726	3019	7
37574	4920	7
4105	6309	18
2337	7663	16
19312	844	2
624	9726	21
16	93	9
14	5006	22
30445	4954	6
215	3084	4
23921	9566	13
23296	8531	11
182	9809	13
1066	8038	9
1147	2846	9
11896	5508	11
8527	5187	12
12	5226	8
14	3244	15
30703	8601	18
106	4122	21
12676	6462	11
14	422	20
360	1998	4
3568	1213	4
24603	9084	7
1392	9579	7
783	2224	11
11403	7412	11
12	8194	7
12	843	8
110	1523	6
24730	1220	18
28825	7450	8
7157	8115	5
1339	3599	7
134	166	35
31995	3287	5
32145	8503	9
106	4252	3
29788	668	2
26926	9900	12
3360	614	22
201	1586	3
3537	1309	7
27680	645	6
460	2772	4
8295	8153	0
86	5313	12
7707	1627	6
2613	8891	10
26100	2526	8
30689	4656	14
7348	4774	6
109	1045	0
1604	5658	4
11858	5335	10
1197	198	0
102	6542	10
111	7792	1
109	1746	0
5149	4973	0
833	2182	7
7588	1996	8
14576	9675	19
12	4137	6
2809	4233	5
42597	1009	14
3800	5472	0
36179	1513	9
104	3687	6
5785	7386	6
31306	9009	9
130	4641	6
1252	4936	14
138	9719	22
292	4047	13
106	6140	5
14	8677	21
4841	3328	3
1644	7644	5
116	7528	7
200	5369	5
18996	9002	19
224	9012	1
102	3624	8
1843	2143	2
103	5957	9
24633	5719	15
248	9248	5
129	6799	1
237	1893	1
142	6183	0
109	860	0
111	4410	24
3320	9188	13
44781	3547	13
111	8413	3
2811	8077	6
14	5224	6
13674	6505	5
5477	3373	3
38435	9748	6
6441	3627	3
8024	5155	0
119	5460	4
5140	4889	0
9604	8898	18
101	5487	10
27345	4530	5
9593	9140	30
28448	9571	2
43086	7738	12
106	4433	13
107	3645	14
6863	6316	15
34067	4676	16
106	2136	10
4059	6205	7
43857	4023	17
27563	7056	5
8	1949	13
591	3586	9
219	4205	6
10286	9519	27
42758	353	15
14	1416	20
487	9423	2
5022	1792	0
7452	6613	29
105	4877	1
5214	6843	0
27723	4840	10
101	9607	1
102	9486	4
39	4610	18
14	5701	10
107	8027	10
24557	821	9
25956	4889	13
132	5719	0
44685	4070	18
16647	179	3
10133	9142	4
12	2094	5
1471	8588	0
12	6215	17
106	5875	21
14	6700	27
17859	811	17
35561	7185	19
4324	3882	9
3248	5262	7
1093	8696	27
2143	1824	32
8736	1111	7
829	2254	6
12	4391	2
1741	8685	7
24194	1497	9
23706	2422	6
200	4216	21
14	1258	10
4420	6964	19
101	9892	9
105	7361	14
12	6214	5
1430	9074	2
14	7651	13
102	9609	6
6644	9017	16
535	8790	8
104	1544	5
735	4407	4
105	9286	6
2230	2251	4
7572	5032	9
12	4390	22
10138	8259	1
101	9472	3
742	769	7
30897	8154	7
101	3432	9
26000	9017	22
45	9954	12
124	2835	12
112	4872	1
126	5935	11
102	1728	9
1499	4989	15
162	7623	9
4298	9278	3
940	3557	6
37866	6833	9
3711	29	6
8	3836	10
141	458	12
203	1425	6
17872	3735	0
111	5336	2
9075	8622	6
42615	3093	18
5785	9684	8
186	6654	2
3551	3605	5
41473	384	11
920	921	7
276	8464	15
28359	1635	14
211	3829	32
330	6431	9
156	3519	6
14830	5571	6
140	4292	15
6130	9799	16
172	6069	6
120	3250	6
2383	5238	4
33822	4615	5
102	488	6
3476	538	2
12	6595	2
101	4333	11
39940	7549	19
171	767	12
2115	725	0
101	934	3
20035	7103	0
1112	7822	13
23757	2969	10
170	319	0
28155	333	17
8255	1774	1
119	1328	5
12	5199	15
37851	8055	2
460	2079	5
16354	2956	3
677	8794	1
103	3556	5
11652	1053	12
12	9741	10
5682	5079	15
12	77	7
24077	5288	25
14	103	27
37216	9385	5
14	8681	20
14	386	7
16609	1177	0
12	2248	8
2502	2391	5
145	9137	15
144	9929	13
14	5034	5
102	8417	11
39	6887	6
1123	4259	10
14	3086	10
619	1621	2
33127	8743	30
18481	2596	10
9013	2196	12
101	1263	3
12	7592	30
144	1572	8
233	9922	0
9626	5609	18
122	4666	13
5921	4259	17
25057	6443	14
14	837	7
101	1710	21
3330	3798	12
31462	4368	6
101	8459	4
185	7199	10
391	7823	9
18919	2420	2
39684	8955	18
1467	6764	0
86	7494	6
2341	551	13
15075	2979	12
363	8211	34
107	2325	1
112	7595	5
102	6154	25
115	5792	28
234	3437	9
4960	4442	6
9	3641	19
30780	2947	11
101	8551	30
17642	4225	5
110	2225	20
12	2082	4
25085	5088	7
360	5325	5
1618	7460	9
1930	798	2
112	4995	2
14	6241	12
5572	1235	9
14	8634	35
436	9998	5
248	1352	7
189	3869	23
10793	3254	6
2155	7268	7
1472	8606	0
20541	7792	0
86	5445	31
38250	4443	9
18118	8962	13
12	743	9
624	5782	7
12	3592	14
194	3208	0
16905	7678	5
119	5016	3
8217	5881	5
9	9367	13
645	6698	3
14	2540	16
107	8345	3
1616	5614	8
2624	3150	8
12	166	31
113	9679	9
108	1524	1
17541	3031	0
118	5985	27
8	892	6
12	2658	6
16068	278	14
112	5645	2
2921	8619	5
111	9879	18
14	1120	29
102	8332	5
14	6374	14
14	3748	4
208	4365	11
404	916	14
2494	6893	0
114	4044	9
7325	3409	3
14	10	21
102	2439	5
14	6823	24
38548	741	5
12	2817	12
12	6797	4
3577	5293	4
1933	4919	11
500	3694	5
17190	319	6
815	50	7
12	9622	2
11199	6023	36
15796	3518	23
14	5211	5
7893	1634	8
23294	3717	7
24912	285	1
41343	1908	1
44773	4019	13
1174	4457	13
1369	3269	22
103	2581	5
103	3547	7
11863	4853	13
2161	7662	1
1411	4186	8
37191	9929	16
221	7005	0
149	5472	11
17034	4238	9
40624	9589	4
9808	5914	9
155	3557	22
2681	4854	5
189	7526	13
103	9651	13
121	1634	21
